word,start,end
he,0.06,0.1
was,0.2,0.28
always,0.44,0.7
ready,0.84,1.06
for,1.2,1.28
either,1.4,1.6
a,1.68,1.7
fight,1.82,2.04
or,2.12,2.16
a,2.24,2.26
frolic,2.38,2.74
but,3.2,3.28
had,3.36,3.48
more,3.601,3.741
mischief,3.881,4.281
than,4.361,4.461
ill,4.561,4.681
will,4.781,4.961
in,5.041,5.081
his,5.141,5.221
composition,5.341,5.981
and,6.641,6.721
with,6.781,6.881
all,6.981,7.101
his,7.161,7.241
overbearing,7.361,7.881
roughness,8.001,8.441
there,8.821,8.941
was,9.001,9.061
a,9.161,9.161
strong,9.301,9.641
dash,9.841,10.161
of,10.301,10.341
waggish,10.501,10.842
good,10.962,11.102
humour,11.182,11.422
at,11.522,11.562
bottom,11.682,11.982
he,12.582,12.642
had,12.742,12.842
three,12.982,13.182
or,13.262,13.302
four,13.402,13.602
boon,13.802,14.022
companions,14.182,14.862
who,15.302,15.362
regarded,15.462,15.902
him,15.982,16.102
as,16.182,16.222
their,16.302,16.442
model,16.542,16.822
and,17.362,17.442
at,17.502,17.542
the,17.623,17.683
head,17.763,17.903
of,18.003,18.043
whom,18.123,18.303
he,18.383,18.423
scoured,18.623,19.043
the,19.123,19.183
country,19.263,19.623
attending,20.143,20.523
every,20.643,20.803
scene,20.963,21.223
of,21.323,21.363
feud,21.483,21.803
or,21.903,21.943
merriment,22.083,22.503
for,22.623,22.723
miles,22.843,23.223
around,23.343,23.783
in,24.383,24.423
cold,24.563,24.824
weather,24.924,25.164
he,25.264,25.304
was,25.404,25.464
distinguished,25.544,26.044
by,26.124,26.184
a,26.324,26.324
fur,26.464,26.624
cap,26.804,27.044
surmountit,27.504,28.004
with,28.104,28.184
a,28.284,28.284
flaunting,28.424,28.804
fox's,28.944,29.324
tail,29.464,29.684
and,30.264,30.344
when,30.404,30.484
the,30.564,30.624
folks,30.704,30.964
at,31.044,31.084
a,31.184,31.184
country,31.244,31.524
gathering,31.664,32.065
descried,32.185,32.705
this,32.785,32.905
well,33.045,33.225
known,33.305,33.505
crest,33.645,33.885
at,33.985,34.025
a,34.125,34.125
distance,34.205,34.625
whisking,35.125,35.505
about,35.605,35.825
among,35.905,36.085
a,36.165,36.165
squad,36.325,36.605
of,36.705,36.725
hard,36.845,37.065
riders,37.185,37.565
they,38.085,38.165
always,38.265,38.505
stood,38.605,38.786
by,38.866,38.966
for,39.146,39.226
a,39.326,39.346
squall,39.486,39.846
sometimes,40.446,40.906
his,40.986,41.066
crew,41.186,41.346
would,41.446,41.566
be,41.646,41.666
heard,41.766,41.966
dashing,42.126,42.526
along,42.626,42.906
past,43.026,43.246
the,43.346,43.386
farmhouses,43.486,44.126
at,44.226,44.266
midnight,44.366,44.766
with,44.846,44.946
a,45.046,45.046
whoop,45.186,45.386
and,45.486,45.546
a,45.626,45.626
hallo,45.666,45.887
like,46.547,46.667
a,46.747,46.747
troop,46.827,47.007
of,47.087,47.127
don,47.227,47.427
cossacks,47.587,48.187
and,48.667,48.727
the,48.787,48.827
old,48.947,49.107
dames,49.227,49.627
startled,49.787,50.187
out,50.267,50.327
of,50.407,50.427
their,50.487,50.607
sleep,50.727,50.987
would,51.447,51.567
listen,51.647,51.907
for,52.087,52.187
a,52.287,52.287
moment,52.367,52.627
till,52.707,52.828
the,52.888,52.948
hurry,53.028,53.208
scurry,53.388,53.648
had,53.728,53.788
clattered,53.888,54.208
by,54.308,54.388
and,54.588,54.648
then,54.688,54.788
exclaimed,54.868,55.448
hey,55.988,56.168
there,56.428,56.608
goes,56.708,56.928
brom,57.128,57.408
bones,57.588,57.908
and,57.988,58.048
his,58.108,58.188
gang,58.328,58.628
the,59.328,59.388
neighbors,59.488,59.828
looked,59.929,60.109
upon,60.189,60.409
him,60.489,60.569
