word,start,end
he,0.04,0.06
was,0.16,0.24
always,0.4,0.66
ready,0.8,1.02
for,1.18,1.24
either,1.36,1.56
a,1.64,1.66
fight,1.78,2.0
or,2.08,2.12
a,2.2,2.22
frolic,2.34,2.7
but,3.16,3.24
had,3.32,3.44
more,3.561,3.701
mischief,3.841,4.241
than,4.321,4.421
ill,4.521,4.641
will,4.741,4.921
in,5.001,5.041
his,5.101,5.181
composition,5.301,5.941
and,6.601,6.681
with,6.741,6.841
all,6.941,7.061
his,7.121,7.201
overbearing,7.321,7.841
roughness,7.961,8.401
there,8.781,8.901
was,8.961,9.021
a,9.121,9.121
strong,9.261,9.601
dash,9.801,10.121
of,10.261,10.301
waggish,10.461,10.802
good,10.922,11.062
humour,11.142,11.382
at,11.482,11.522
bottom,11.642,11.942
he,12.542,12.602
had,12.702,12.802
three,12.942,13.142
or,13.222,13.262
four,13.362,13.562
boon,13.762,13.982
companions,14.142,14.822
who,15.262,15.322
regarded,15.422,15.862
him,15.942,16.062
as,16.142,16.182
their,16.262,16.402
model,16.502,16.782
and,17.322,17.402
at,17.462,17.502
the,17.582,17.643
head,17.723,17.863
of,17.963,18.003
whom,18.083,18.263
he,18.343,18.383
scoured,18.583,19.003
the,19.083,19.143
country,19.223,19.583
attending,20.103,20.483
every,20.603,20.763
scene,20.923,21.183
of,21.283,21.323
feud,21.443,21.763
or,21.863,21.903
merriment,22.043,22.463
for,22.583,22.683
miles,22.803,23.183
around,23.303,23.743
in,24.343,24.383
cold,24.523,24.784
weather,24.884,25.124
he,25.224,25.264
was,25.364,25.424
distinguished,25.504,26.004
by,26.084,26.144
a,26.284,26.284
fur,26.424,26.584
cap,26.764,27.004
surmountit,27.464,27.964
with,28.064,28.144
a,28.244,28.244
flaunting,28.384,28.764
fox's,28.904,29.284
tail,29.424,29.644
and,30.224,30.304
when,30.364,30.444
the,30.524,30.584
folks,30.664,30.924
at,31.004,31.044
a,31.144,31.144
country,31.204,31.484
gathering,31.624,32.025
descried,32.145,32.665
this,32.745,32.865
well,33.005,33.185
known,33.265,33.465
crest,33.605,33.845
at,33.945,33.985
a,34.085,34.085
distance,34.165,34.585
whisking,35.085,35.465
about,35.565,35.785
among,35.865,36.045
a,36.125,36.125
squad,36.285,36.565
of,36.665,36.685
hard,36.805,37.025
riders,37.145,37.525
they,38.045,38.125
always,38.225,38.465
stood,38.565,38.746
by,38.826,38.926
for,39.106,39.186
a,39.286,39.306
squall,39.446,39.806
sometimes,40.406,40.866
his,40.946,41.026
crew,41.146,41.306
would,41.406,41.526
be,41.606,41.626
heard,41.726,41.926
dashing,42.086,42.486
along,42.586,42.866
past,42.986,43.206
the,43.306,43.346
farmhouses,43.446,44.086
at,44.186,44.226
midnight,44.326,44.726
with,44.806,44.906
a,45.006,45.006
whoop,45.146,45.346
and,45.446,45.506
a,45.586,45.586
hallo,45.626,45.847
like,46.507,46.627
a,46.707,46.707
troop,46.787,46.967
of,47.047,47.087
don,47.187,47.387
cossacks,47.547,48.147
and,48.627,48.687
the,48.747,48.787
old,48.907,49.067
dames,49.187,49.587
startled,49.747,50.147
out,50.227,50.287
of,50.367,50.387
their,50.447,50.567
sleep,50.687,50.947
would,51.407,51.527
listen,51.607,51.867
for,52.047,52.147
a,52.247,52.247
moment,52.327,52.587
till,52.667,52.787
the,52.848,52.908
hurry,52.988,53.168
scurry,53.348,53.608
had,53.688,53.748
clattered,53.848,54.168
by,54.268,54.348
and,54.548,54.608
then,54.648,54.748
exclaimed,54.828,55.408
hey,55.948,56.128
there,56.388,56.568
goes,56.668,56.888
brom,57.088,57.368
bones,57.548,57.868
and,57.948,58.008
his,58.068,58.148
gang,58.288,58.588
the,59.288,59.348
neighbors,59.448,59.788
looked,59.889,60.069
upon,60.149,60.369
him,60.449,60.529
with,60.589,60.669
