word,start,end
he,0.04,0.08
was,0.18,0.26
always,0.4,0.68
ready,0.82,1.04
for,1.18,1.26
either,1.36,1.56
a,1.66,1.66
fight,1.78,2.02
or,2.08,2.14
a,2.22,2.22
frolic,2.34,2.72
but,3.16,3.26
had,3.34,3.44
more,3.561,3.721
mischief,3.861,4.241
than,4.321,4.421
ill,4.521,4.641
will,4.761,4.921
in,5.021,5.041
his,5.121,5.201
composition,5.301,5.961
and,6.601,6.681
with,6.761,6.861
all,6.961,7.061
his,7.141,7.221
overbearing,7.321,7.861
roughness,7.981,8.421
there,8.801,8.901
was,8.961,9.021
a,9.121,9.121
strong,9.261,9.621
dash,9.801,10.121
of,10.261,10.301
waggish,10.461,10.822
good,10.942,11.062
humour,11.162,11.402
at,11.482,11.542
bottom,11.642,11.962
he,12.562,12.602
had,12.722,12.822
three,12.942,13.142
or,13.242,13.262
four,13.382,13.562
boon,13.762,14.002
companions,14.162,14.842
who,15.262,15.322
regarded,15.442,15.862
him,15.962,16.062
as,16.142,16.202
their,16.282,16.402
model,16.502,16.802
and,17.322,17.402
at,17.482,17.522
the,17.603,17.663
head,17.743,17.883
of,17.983,18.003
whom,18.103,18.263
he,18.363,18.403
scoured,18.603,19.023
the,19.103,19.163
country,19.243,19.603
attending,20.103,20.503
every,20.603,20.783
scene,20.943,21.183
of,21.283,21.323
feud,21.463,21.763
or,21.863,21.923
merriment,22.043,22.483
for,22.583,22.683
miles,22.823,23.203
around,23.323,23.763
in,24.343,24.403
cold,24.543,24.784
weather,24.884,25.144
he,25.244,25.264
was,25.364,25.444
distinguished,25.524,26.004
by,26.104,26.164
a,26.284,26.284
fur,26.424,26.604
cap,26.764,27.024
surmounted,27.464,27.964
with,28.064,28.164
a,28.264,28.264
flaunting,28.384,28.784
fox's,28.904,29.304
tail,29.424,29.664
and,30.244,30.324
when,30.384,30.464
the,30.544,30.584
folks,30.664,30.924
at,31.024,31.064
a,31.144,31.144
country,31.224,31.504
gathering,31.644,32.025
descried,32.145,32.685
this,32.745,32.865
well,33.005,33.185
known,33.285,33.465
crest,33.625,33.865
at,33.965,34.005
a,34.105,34.105
distance,34.185,34.585
whisking,35.085,35.465
about,35.565,35.785
among,35.865,36.045
a,36.145,36.145
squad,36.285,36.565
of,36.665,36.705
hard,36.805,37.045
riders,37.145,37.545
they,38.045,38.125
always,38.245,38.485
stood,38.565,38.746
by,38.846,38.926
for,39.126,39.206
a,39.286,39.306
squall,39.446,39.806
sometimes,40.426,40.866
his,40.946,41.026
crew,41.166,41.306
would,41.406,41.546
be,41.606,41.646
heard,41.746,41.926
dashing,42.086,42.506
along,42.586,42.866
past,42.986,43.206
the,43.306,43.366
farmhouses,43.446,44.086
at,44.186,44.226
midnight,44.346,44.746
with,44.826,44.906
a,45.006,45.006
whoop,45.146,45.366
and,45.446,45.526
a,45.586,45.586
hallo,45.646,45.867
like,46.507,46.627
a,46.707,46.707
troop,46.787,46.967
of,47.067,47.087
don,47.187,47.407
cossacks,47.547,48.147
and,48.627,48.687
the,48.747,48.807
old,48.907,49.067
dames,49.207,49.607
startled,49.767,50.147
out,50.227,50.307
of,50.367,50.387
their,50.467,50.587
sleep,50.707,50.947
would,51.407,51.547
listen,51.627,51.887
for,52.067,52.147
a,52.247,52.267
moment,52.347,52.607
till,52.687,52.808
the,52.868,52.908
hurry,52.988,53.188
scurry,53.348,53.608
had,53.688,53.748
clattered,53.868,54.188
by,54.268,54.368
and,54.548,54.608
then,54.668,54.748
exclaimed,54.828,55.408
hey,55.968,56.128
there,56.408,56.568
goes,56.688,56.908
brom,57.088,57.368
bones,57.568,57.868
and,57.948,58.008
his,58.088,58.148
gang,58.288,58.608
the,59.308,59.348
neighbors,59.448,59.788
looked,59.889,60.069
upon,60.149,60.369
himith,60.469,60.669
