word,start,end
brom,0.06,0.42
bones,0.64,1.18
however,1.34,1.86
was,2.06,2.221
the,2.361,2.441
hero,2.621,2.941
of,3.181,3.241
the,3.361,3.421
scene,3.621,4.041
having,4.841,5.201
come,5.381,5.601
to,5.781,5.821
the,5.941,6.001
gathering,6.161,6.842
on,7.002,7.082
his,7.202,7.322
favourite,7.522,8.082
steed,8.322,8.702
daredevil,8.962,9.782
a,10.583,10.583
creature,10.763,11.343
like,11.683,11.903
himself,12.003,12.723
full,13.363,13.623
of,13.763,13.823
metal,14.123,14.444
and,14.624,14.724
mischief,14.844,15.424
and,16.104,16.204
which,16.304,16.464
no,16.784,16.864
one,17.084,17.204
but,17.324,17.464
himself,17.564,18.184
could,18.344,18.504
manage,18.645,19.145
he,19.845,19.905
was,20.125,20.345
in,20.485,20.545
fact,20.745,21.085
noted,21.445,21.925
for,22.125,22.245
preferring,22.365,23.086
vicious,23.326,23.746
animals,23.966,24.526
given,24.726,25.006
to,25.186,25.266
all,25.486,25.706
kinds,25.866,26.306
of,26.426,26.466
tricks,26.706,27.107
which,27.727,27.907
kept,28.067,28.287
the,28.447,28.527
rider,28.667,29.127
in,29.247,29.307
constant,29.507,30.087
risk,30.267,30.527
of,30.667,30.727
his,30.807,30.907
neck,31.128,31.368
for,31.988,32.128
he,32.228,32.288
held,32.468,32.748
a,32.868,32.868
tractable,33.068,33.828
well,34.028,34.288
broken,34.468,34.868
horse,35.109,35.469
as,35.589,35.669
unworthy,35.969,36.829
of,37.009,37.049
a,37.169,37.169
lad,37.309,37.649
of,37.769,37.829
spirit,38.129,38.569
fain,39.25,39.71
would,39.95,40.13
i,40.27,40.27
pause,40.63,41.09
to,41.27,41.31
dwell,41.53,41.87
upon,42.01,42.37
the,42.51,42.57
world,42.75,43.15
of,43.27,43.331
charms,43.571,44.171
that,44.291,44.411
burst,44.611,44.971
upon,45.151,45.491
the,45.651,45.711
enraptured,45.831,46.671
gaze,46.831,47.271
of,47.452,47.512
my,47.652,47.752
hero,48.012,48.332
as,48.632,48.712
he,48.812,48.872
entered,49.072,49.432
the,49.532,49.592
state,49.792,50.112
parlour,50.352,50.912
of,51.032,51.072
von,51.172,51.392
tasse's,51.573,52.193
mansion,52.333,52.913
not,53.833,54.073
those,54.333,54.813
of,54.993,55.033
the,55.153,55.233
bevy,55.413,55.774
of,55.954,56.014
buxom,56.194,56.674
lasses,56.874,57.614
with,58.334,58.474
their,58.574,58.714
luxurious,58.814,59.614
display,59.795,60.415
of,60.595,60.655
red,60.835,61.015
and,61.115,61.215
white,61.355,61.715
but,62.355,62.515
the,62.655,62.715
ample,63.135,63.575
charms,63.916,64.576
of,64.836,64.916
he,65.056,65.096
genuine,65.416,66.076
dutch,66.376,66.696
country,67.036,67.556
tea,67.816,68.016
table,68.197,68.657
in,68.917,68.997
the,69.097,69.157
sumptuous,69.437,70.157
time,70.417,70.737
of,70.857,70.897
autumn,71.197,71.577
such,72.398,72.638
heaped,72.878,73.298
up,73.438,73.538
platters,73.798,74.398
f,74.598,74.598
cakes,74.858,75.318
of,75.538,75.578
various,75.838,76.479
and,76.639,76.719
almost,76.959,77.479
indescribable,77.739,79.139
kinds,79.359,80.019
known,80.78,81.1
only,81.38,81.68
to,81.88,81.92
experienced,82.08,83.08
dutch,83.32,83.6
housewives,83.76,84.681
there,85.281,85.461
was,85.541,85.661
the,85.801,85.881
dough,86.161,86.461
