word,start,end
brom,0.06,0.44
bones,0.66,1.2
however,1.36,1.88
was,2.081,2.221
the,2.381,2.441
hero,2.641,2.961
of,3.201,3.241
the,3.381,3.441
scene,3.641,4.061
having,4.861,5.221
come,5.401,5.621
to,5.781,5.841
the,5.961,6.021
gathering,6.161,6.862
on,7.022,7.102
his,7.222,7.322
favourite,7.542,8.102
steed,8.322,8.722
daredevil,8.962,9.802
a,10.603,10.603
creature,10.783,11.363
like,11.703,11.923
himself,12.023,12.743
full,13.383,13.643
of,13.783,13.823
metal,14.143,14.464
and,14.624,14.724
mischief,14.864,15.444
and,16.124,16.224
which,16.324,16.484
no,16.804,16.884
one,17.104,17.204
but,17.344,17.464
himself,17.584,18.204
could,18.344,18.504
manage,18.645,19.165
he,19.865,19.925
was,20.145,20.365
in,20.485,20.565
fact,20.765,21.085
noted,21.465,21.925
for,22.125,22.245
preferring,22.385,23.086
vicious,23.326,23.746
animals,23.966,24.546
given,24.746,25.026
to,25.206,25.266
all,25.506,25.706
kinds,25.886,26.306
of,26.426,26.486
tricks,26.726,27.127
which,27.747,27.927
kept,28.087,28.307
the,28.467,28.547
rider,28.687,29.147
in,29.267,29.327
constant,29.527,30.087
risk,30.267,30.547
of,30.687,30.727
his,30.827,30.928
neck,31.148,31.388
for,32.008,32.148
he,32.248,32.288
held,32.488,32.748
a,32.888,32.888
tractable,33.088,33.828
well,34.048,34.288
broken,34.488,34.888
horses,35.109,35.669
unworthy,35.989,36.829
of,37.009,37.069
a,37.189,37.189
lad,37.329,37.669
of,37.789,37.829
spirit,38.129,38.589
vain,39.27,39.73
would,39.95,40.13
i,40.29,40.29
pause,40.65,41.11
to,41.27,41.33
dwell,41.53,41.87
upon,42.03,42.39
the,42.53,42.59
world,42.77,43.17
of,43.29,43.331
charms,43.571,44.171
that,44.291,44.431
burst,44.631,44.991
apon,45.171,45.511
the,45.651,45.731
enraptured,45.851,46.691
gaze,46.831,47.271
of,47.472,47.512
my,47.672,47.752
hero,48.032,48.352
as,48.652,48.712
he,48.832,48.872
entered,49.072,49.452
the,49.552,49.612
state,49.812,50.132
parlour,50.372,50.912
of,51.052,51.092
vontassel's,51.192,52.193
mansion,52.353,52.933
not,53.853,54.093
those,54.333,54.833
of,54.993,55.053
the,55.173,55.233
bevy,55.413,55.794
of,55.974,56.014
buxom,56.214,56.694
lasses,56.894,57.634
with,58.354,58.494
their,58.574,58.734
luxurious,58.834,59.634
display,59.795,60.435
of,60.615,60.655
red,60.855,61.035
and,61.135,61.235
white,61.375,61.715
but,62.375,62.535
the,62.675,62.735
ample,63.135,63.575
charms,63.936,64.596
of,64.856,64.916
a,65.096,65.096
genuine,65.436,66.076
dutch,66.376,66.696
country,67.056,67.556
tea,67.836,68.016
table,68.217,68.677
in,68.937,68.997
the,69.117,69.177
sumptuous,69.457,70.177
ptime,70.437,70.757
of,70.857,70.917
autumn,71.217,71.597
such,72.398,72.658
heaped,72.898,73.318
up,73.438,73.538
platters,73.818,74.418
of,74.558,74.598
cakes,74.878,75.338
of,75.538,75.598
various,75.858,76.479
and,76.639,76.739
almost,76.979,77.499
indescribable,77.739,79.139
kinds,79.379,80.039
known,80.8,81.12
only,81.4,81.7
to,81.88,81.94
experienced,82.1,83.1
dutch,83.34,83.6
housewives,83.78,84.681
there,85.301,85.461
was,85.541,85.661
the,85.821,85.901
dough,86.181,86.461
