word,start,end
ram,0.1,0.4
bones,0.64,1.18
however,1.34,1.84
was,2.06,2.201
the,2.341,2.421
hero,2.621,2.921
of,3.161,3.221
the,3.341,3.421
scene,3.601,4.001
having,4.841,5.181
come,5.361,5.581
to,5.761,5.801
the,5.921,5.981
gathering,6.141,6.822
on,6.982,7.062
his,7.182,7.302
favourite,7.502,8.062
steed,8.302,8.682
dare,8.942,9.222
devil,9.422,9.762
a,10.563,10.563
creature,10.763,11.323
like,11.683,11.883
himself,12.003,12.723
full,13.363,13.603
of,13.743,13.803
metal,14.103,14.444
and,14.604,14.704
mischief,14.844,15.404
and,16.084,16.184
which,16.284,16.464
no,16.764,16.864
one,17.064,17.184
but,17.324,17.444
himself,17.544,18.164
could,18.324,18.484
manage,18.625,19.145
he,19.825,19.885
was,20.105,20.325
in,20.465,20.525
fact,20.745,21.065
noted,21.425,21.905
for,22.105,22.225
preferring,22.365,23.066
vicious,23.306,23.726
animals,23.946,24.506
given,24.726,24.986
to,25.186,25.246
all,25.486,25.686
kinds,25.866,26.286
of,26.406,26.446
tricks,26.686,27.087
which,27.707,27.887
kept,28.067,28.287
the,28.427,28.507
rider,28.647,29.107
in,29.227,29.287
constant,29.487,30.067
risk,30.247,30.507
of,30.667,30.707
his,30.787,30.907
neck,31.108,31.348
for,31.988,32.108
he,32.228,32.268
held,32.468,32.728
a,32.868,32.868
tractable,33.048,33.808
well,34.008,34.268
broken,34.448,34.868
horseas,35.089,35.649
unworthy,35.949,36.809
of,36.989,37.029
a,37.149,37.149
lad,37.289,37.629
of,37.749,37.809
spirit,38.109,38.569
vain,39.23,39.69
would,39.93,40.11
i,40.27,40.27
pause,40.63,41.07
to,41.25,41.31
dwell,41.51,41.85
upon,42.01,42.37
the,42.49,42.55
world,42.75,43.13
of,43.27,43.311
charms,43.551,44.151
that,44.271,44.411
burst,44.611,44.951
upon,45.171,45.491
the,45.631,45.691
enraptured,45.811,46.671
gaze,46.811,47.251
of,47.432,47.492
my,47.632,47.732
hero,48.012,48.312
as,48.612,48.692
he,48.792,48.852
entered,49.052,49.412
the,49.512,49.572
state,49.772,50.092
parlour,50.352,50.892
of,51.012,51.072
von,51.172,51.372
tassel's,51.553,52.173
mansion,52.313,52.893
not,53.813,54.053
those,54.313,54.793
of,54.973,55.033
the,55.133,55.213
bevy,55.393,55.754
of,55.934,55.994
buxom,56.194,56.674
lasses,56.874,57.594
with,58.314,58.454
their,58.554,58.714
luxurious,58.814,59.594
display,59.774,60.415
of,60.575,60.635
red,60.815,60.995
and,61.115,61.215
white,61.355,61.695
but,62.355,62.515
the,62.635,62.715
ample,63.115,63.555
charms,63.895,64.556
of,64.836,64.896
a,65.076,65.076
genuine,65.416,66.056
dutch,66.356,66.676
country,67.016,67.536
tea,67.816,67.996
table,68.197,68.637
in,68.897,68.977
the,69.077,69.157
sumptuous,69.437,70.137
tpime,70.397,70.717
of,70.837,70.897
autumn,71.197,71.557
such,72.378,72.618
heaped,72.858,73.278
up,73.418,73.518
platters,73.798,74.378
of,74.538,74.578
cakes,74.838,75.318
of,75.518,75.578
various,75.818,76.459
and,76.619,76.719
almost,76.959,77.459
indescribable,77.719,79.119
kinds,79.359,80.019
known,80.78,81.08
only,81.36,81.68
to,81.86,81.9
experienced,82.06,83.06
dutch,83.3,83.58
housewives,83.74,84.661
there,85.281,85.441
was,85.521,85.641
the,85.781,85.861
dough,86.161,86.461
