word,start,end
brom,0.06,0.42
bones,0.64,1.18
however,1.34,1.86
was,2.06,2.201
the,2.361,2.421
hero,2.621,2.941
of,3.181,3.221
the,3.361,3.421
scene,3.621,4.041
having,4.841,5.201
come,5.381,5.601
to,5.761,5.821
the,5.941,6.001
gathering,6.141,6.842
on,7.002,7.082
his,7.202,7.302
favourite,7.522,8.082
steed,8.302,8.702
daredevil,8.942,9.762
a,10.583,10.583
creature,10.763,11.343
like,11.683,11.903
himself,12.003,12.723
full,13.363,13.603
of,13.763,13.803
metal,14.123,14.444
and,14.604,14.704
mischief,14.844,15.424
and,16.104,16.204
which,16.304,16.464
no,16.784,16.864
one,17.084,17.184
but,17.324,17.444
himself,17.564,18.184
could,18.324,18.484
manage,18.625,19.145
he,19.845,19.905
was,20.125,20.325
in,20.465,20.545
fact,20.745,21.065
noted,21.445,21.905
for,22.105,22.225
preferring,22.365,23.066
vicious,23.306,23.726
animals,23.946,24.526
given,24.726,25.006
to,25.186,25.246
all,25.486,25.686
kinds,25.866,26.286
of,26.406,26.466
tricks,26.706,27.107
which,27.727,27.907
kept,28.067,28.287
the,28.447,28.527
rider,28.667,29.127
in,29.247,29.307
constant,29.507,30.067
risk,30.247,30.527
of,30.667,30.707
his,30.807,30.907
neck,31.128,31.368
for,31.988,32.128
he,32.228,32.268
held,32.468,32.728
a,32.868,32.868
tractable,33.068,33.828
well,34.028,34.268
broken,34.468,34.868
horses,35.089,35.649
unworthy,35.969,36.809
of,36.989,37.049
a,37.149,37.149
lad,37.289,37.649
of,37.769,37.809
spirit,38.109,38.569
vain,39.23,39.69
would,39.93,40.11
i,40.27,40.27
pause,40.63,41.09
to,41.25,41.31
dwell,41.51,41.85
upon,42.01,42.37
the,42.49,42.57
world,42.75,43.15
of,43.27,43.331
charms,43.551,44.151
that,44.271,44.411
burst,44.611,44.951
apon,45.151,45.491
the,45.631,45.691
enraptured,45.831,46.671
gaze,46.811,47.251
of,47.452,47.492
my,47.652,47.752
hero,48.012,48.332
as,48.632,48.692
he,48.812,48.852
entered,49.052,49.432
the,49.532,49.592
state,49.792,50.112
parlour,50.352,50.892
of,51.032,51.072
vontassel's,51.172,52.173
mansion,52.333,52.913
not,53.833,54.073
those,54.313,54.813
of,54.973,55.033
the,55.153,55.213
bevy,55.393,55.774
of,55.954,55.994
buxom,56.194,56.674
lasses,56.874,57.594
with,58.334,58.474
their,58.554,58.714
luxurious,58.814,59.614
display,59.774,60.415
of,60.595,60.635
red,60.835,61.015
and,61.115,61.215
white,61.355,61.695
but,62.355,62.515
the,62.655,62.715
ample,63.115,63.555
charms,63.916,64.576
of,64.836,64.896
a,65.076,65.076
genuine,65.416,66.076
dutch,66.356,66.676
country,67.036,67.536
tea,67.816,67.996
table,68.197,68.657
in,68.917,68.977
the,69.097,69.157
sumptuous,69.437,70.157
time,70.397,70.737
of,70.837,70.897
autumn,71.197,71.577
such,72.378,72.638
heaped,72.858,73.298
up,73.418,73.518
platters,73.798,74.398
of,74.538,74.598
cakes,74.838,75.318
of,75.518,75.578
various,75.838,76.459
and,76.619,76.719
almost,76.959,77.479
indescribable,77.719,79.119
kinds,79.359,80.019
known,80.78,81.1
only,81.38,81.68
to,81.86,81.9
experienced,82.08,83.08
dutch,83.32,83.58
housewives,83.76,84.661
there,85.281,85.441
was,85.521,85.641
the,85.801,85.881
dough,86.161,86.461
