word,start,end
he,0.08,0.12
was,0.26,0.36
always,0.56,0.96
ready,1.16,1.42
for,1.66,1.761
either,1.921,2.161
a,2.301,2.321
fight,2.501,2.801
or,2.881,2.961
a,3.081,3.081
frolic,3.261,3.761
but,4.381,4.501
had,4.621,4.781
more,4.961,5.141
mischief,5.342,5.862
than,5.982,6.102
ill,6.242,6.402
will,6.562,6.802
in,6.942,6.962
his,7.062,7.182
composition,7.342,8.222
and,9.143,9.243
with,9.343,9.463
all,9.603,9.763
his,9.843,9.943
overbearing,10.123,10.843
roughness,11.023,11.603
there,12.143,12.284
was,12.364,12.464
a,12.584,12.584
strong,12.804,13.284
dash,13.544,13.964
of,14.164,14.224
waggish,14.464,14.924
good,15.104,15.284
humour,15.404,15.745
at,15.865,15.925
bottom,16.085,16.485
he,17.325,17.385
had,17.545,17.685
three,17.865,18.125
or,18.265,18.305
four,18.465,18.725
boon,19.005,19.306
companions,19.526,20.466
who,21.086,21.146
regarded,21.286,21.886
him,22.026,22.166
as,22.266,22.346
their,22.446,22.627
model,22.767,23.147
and,23.927,24.027
at,24.107,24.167
the,24.267,24.327
head,24.467,24.667
of,24.787,24.827
whom,24.967,25.207
he,25.327,25.367
scoured,25.667,26.248
the,26.348,26.408
country,26.528,27.028
attending,27.748,28.268
every,28.408,28.648
scene,28.888,29.228
of,29.348,29.408
feud,29.589,30.029
or,30.169,30.229
merriment,30.409,31.009
for,31.169,31.289
miles,31.469,32.009
around,32.149,32.749
in,33.59,33.65
cold,33.85,34.17
weather,34.33,34.65
he,34.81,34.85
was,34.99,35.07
distinguished,35.19,35.85
by,35.97,36.07
a,36.25,36.25
fur,36.47,36.691
cap,36.911,37.251
surmounted,37.891,38.571
with,38.711,38.831
a,38.951,38.951
flaunting,39.151,39.671
fox's,39.871,40.392
tail,40.592,40.892
and,41.712,41.812
when,41.912,42.012
the,42.112,42.172
folks,42.292,42.652
at,42.792,42.832
a,42.932,42.932
country,43.052,43.432
gathering,43.613,44.173
descried,44.333,45.053
this,45.173,45.313
well,45.513,45.753
known,45.893,46.153
crest,46.373,46.693
at,46.833,46.893
a,47.014,47.014
distance,47.134,47.694
whisking,48.394,48.914
about,49.034,49.334
among,49.454,49.714
a,49.814,49.814
squad,50.054,50.435
of,50.555,50.595
hard,50.755,51.075
riders,51.235,51.775
they,52.455,52.575
always,52.735,53.055
stood,53.195,53.415
by,53.555,53.675
for,53.956,54.076
a,54.196,54.196
squall,54.416,54.896
sometimes,55.736,56.356
his,56.456,56.576
crew,56.756,56.956
would,57.096,57.256
be,57.356,57.397
heard,57.557,57.817
dashing,58.037,58.597
along,58.717,59.117
past,59.277,59.577
the,59.697,59.777
farmhouses,59.917,60.797
at,60.918,60.978
midnight,61.158,61.678
with,61.798,61.918
a,62.058,62.058
whoop,62.278,62.538
and,62.678,62.778
a,62.858,62.858
hollow,62.938,63.338
like,64.138,64.298
a,64.379,64.379
troop,64.539,64.759
of,64.879,64.919
don,65.079,65.359
cossacks,65.559,66.379
and,67.059,67.139
the,67.219,67.279
old,67.439,67.659
dame,67.84,68.24
startled,68.62,69.14
out,69.26,69.36
of,69.44,69.48
their,69.56,69.72
sleep,69.92,70.24
would,70.9,71.06
listen,71.18,71.521
for,71.781,71.901
a,72.041,72.041
moment,72.161,72.521
till,72.661,72.801
the,72.861,72.941
hurry,73.061,73.341
scurry,73.561,73.921
had,74.041,74.101
clattered,74.261,74.681
by,74.822,74.942
and,75.222,75.302
then,75.362,75.482
exclaimed,75.582,76.402
hey,77.162,77.362
there,77.762,77.982
goes,78.142,78.443
brom,78.723,79.103
bones,79.343,79.803
and,79.903,79.983
his,80.063,80.163
gang,80.363,80.803
the,81.764,81.824
neighbors,81.964,82.424
looked,82.564,82.824
upon,82.924,83.244
him,83.344,83.464
